,Provincia,Partido,Localidad,Poblacion,ADSL,Cable-Modem,Dialup,Fibra Optica,Satelital,Wireless,Telefonia Fija,3G,4G
2213,Santa Fe,San Cristobal,Moises Ville,2318,Si,Si,No,Si,No,Si,Si,Si,Si
2214,Santa Fe,San Cristobal,Monigotes,347,No,No,No,No,No,Si,Si,Si,Si
2215,Santa Fe,San Cristobal,Ñanducita,79,No,No,No,No,No,Si,No,No,No
2216,Santa Fe,San Cristobal,Palacios,245,Si,No,No,Si,No,Si,No,Si,Si
2217,Santa Fe,San Cristobal,San Cristobal,14389,Si,Si,No,Si,Si,Si,Si,Si,Si
2218,Buenos Aires,Azul,Azul,55728,Si,Si,Si,Si,Si,Si,Si,Si,Si
2219,Buenos Aires,Azul,Cachari,2960,No,No,Si,No,No,Si,Si,Si,Si
2220,Buenos Aires,Azul,Chillar,3083,No,No,No,No,Si,Si,Si,Si,Si
2221,Buenos Aires,Bahia Blanca,Bahia Blanca,291327,Si,Si,Si,Si,Si,Si,Si,Si,Si
2222,Buenos Aires,Bahia Blanca,Cabildo,2046,No,Si,Si,No,No,Si,Si,Si,Si
2223,Buenos Aires,Bahia Blanca,General Daniel Cerri (Est. General Cerri),6745,Si,Si,Si,No,No,Si,Si,Si,Si
2224,Buenos Aires,Bahia Blanca,Grunbein,0,No,No,No,No,No,No,No,Si,Si
2225,Buenos Aires,Bahia Blanca,Ingeniero White,0,No,No,No,Si,No,No,No,Si,Si
2226,Buenos Aires,Bahia Blanca,Villa Bordeau,0,No,No,No,No,No,No,No,Si,Si
2227,Buenos Aires,Bahia Blanca,Villa Espora,0,No,No,No,No,No,No,No,No,No
2228,Misiones,Libertador Grl. San Martin,El Alcazar,3034,No,No,No,No,Si,No,Si,Si,Si
2229,Misiones,Libertador Grl. San Martin,Garuhape,5325,Si,Si,No,No,Si,Si,Si,Si,Si
2230,Misiones,Libertador Grl. San Martin,Mbopicua,254,No,No,No,No,No,No,No,No,No
2231,Misiones,Libertador Grl. San Martin,Puerto Leoni,1114,No,No,No,No,No,Si,No,No,Si
2232,Misiones,Libertador Grl. San Martin,Puerto Rico,15995,Si,Si,No,No,No,Si,Si,Si,Si
2233,Misiones,Libertador Grl. San Martin,Ruiz De Montoya,1672,Si,Si,No,No,Si,Si,Si,No,Si
2234,Misiones,Libertador Grl. San Martin,San Alberto,838,No,No,No,No,No,No,No,No,No
2235,Misiones,Libertador Grl. San Martin,San Gotardo,273,No,No,No,No,No,No,No,No,Si
2236,Misiones,Libertador Grl. San Martin,San Miguel,1486,Si,No,No,No,No,No,No,No,Si
2237,Misiones,Libertador Grl. San Martin,Villa Akerman,489,No,No,No,No,No,No,No,No,No
2238,Misiones,Libertador Grl. San Martin,Villa Urrutia,123,No,No,No,No,No,No,No,No,No
2239,Misiones,Montecarlo,Bario Ita,581,No,No,No,No,No,No,No,No,No
2240,Misiones,Montecarlo,Barrio Cuatro Bocas,336,No,No,No,No,No,No,No,No,No
2241,Misiones,Montecarlo,Barrio Guatambu,305,No,No,No,No,No,No,No,No,No
2242,Misiones,Montecarlo,Caraguatay,1440,No,No,No,No,No,No,Si,Si,Si
2243,Misiones,Montecarlo,Laharrague,791,No,No,No,No,No,No,No,No,No
2244,Misiones,Montecarlo,Montecarlo,18827,Si,Si,No,Si,No,No,Si,Si,Si
2245,Misiones,Montecarlo,Piray Kilometro 18,300,No,No,No,No,No,No,No,No,Si
2246,Buenos Aires,Hurlingham,William C. Morris,51471,No,Si,No,Si,No,Si,No,Si,Si
2247,Buenos Aires,Ituzaingo,Ituzaingo Centro,111138,Si,Si,Si,Si,Si,Si,Si,Si,Si
2248,Buenos Aires,Ituzaingo,Ituzaingo Sur,23264,No,No,No,No,No,Si,No,Si,Si
2249,Buenos Aires,Ituzaingo,Villa Gobernador Udaondo,33422,Si,Si,Si,Si,No,Si,Si,Si,Si
2250,Buenos Aires,Jose C. Paz,Del Viso,6873,No,Si,No,No,No,No,No,Si,Si
2251,Buenos Aires,Jose C. Paz,Jose C Paz,250301,Si,Si,Si,Si,Si,Si,Si,Si,Si
2252,Buenos Aires,Jose C. Paz,Tortuguitas,8806,No,Si,No,No,No,No,No,Si,Si
2253,Buenos Aires,Junin,Agustin Roca,331,No,No,No,Si,No,Si,Si,No,Si
2254,Buenos Aires,Junin,Agustina,155,No,No,No,Si,No,No,Si,Si,Si
2255,Chubut,Rio Senguer,Rio Mayo,2791,No,No,No,No,Si,Si,No,No,Si
2256,Chubut,Sarmiento,Buen Pasto,105,No,No,No,No,Si,No,No,No,No
2257,Chubut,Sarmiento,Sarmiento,10858,Si,No,No,Si,Si,Si,Si,Si,Si
2258,Chubut,Tehuelches,Frontera De Rio Pico,44,No,No,No,No,No,No,No,No,No
2259,Chubut,Tehuelches,Gobernador Costa,2251,No,No,Si,No,No,No,Si,No,Si
2260,Chubut,Tehuelches,Jose De San Martin,1612,No,No,No,No,Si,No,Si,No,Si
2261,Chubut,Tehuelches,Rio Pico,1055,No,No,No,No,Si,No,Si,No,No
2262,Chubut,Telsen,Gan Gan,661,No,No,No,No,Si,Si,Si,No,Si
2263,Chubut,Telsen,Telsen,544,No,Si,No,No,Si,Si,Si,Si,Si
2264,Cordoba,Calamuchita,Amboy,183,No,No,No,No,No,Si,Si,No,No
2265,Cordoba,Calamuchita,Arroyo San Antonio,0,No,No,No,No,No,No,No,Si,Si
2266,Cordoba,Calamuchita,Cañada Del Sauce,61,Si,No,No,No,No,No,Si,No,Si
2267,Cordoba,Calamuchita,Capilla Vieja,68,No,No,No,No,No,Si,No,Si,Si
2268,Cordoba,Calamuchita,El Corcovado - El Torreon,417,Si,No,No,No,No,Si,Si,No,No
2269,Cordoba,Calamuchita,El Durazno,100,No,No,No,No,No,No,No,No,No
2270,Cordoba,Calamuchita,Embalse,8793,No,No,No,Si,Si,Si,No,Si,Si
2271,Misiones,Cainguas,1º De Mayo,403,No,No,No,No,No,No,No,No,Si
2272,Buenos Aires,Puan,Villa Castelar (Est. Erize),31,No,No,No,No,No,No,Si,No,No
2273,Buenos Aires,Puan,Villa Iris,1858,No,No,No,Si,No,Si,Si,Si,Si
2274,Buenos Aires,Punta Indio,Alvarez Jonte,38,No,No,No,No,No,No,No,No,No
2275,Buenos Aires,Punta Indio,Las Tahonas,0,No,No,No,No,No,No,No,No,No
2276,Buenos Aires,Punta Indio,Pipinas,954,No,Si,No,No,No,No,Si,Si,Si
2277,Buenos Aires,Punta Indio,Punta Indio,569,No,No,No,No,No,No,Si,No,No
2278,Buenos Aires,Punta Indio,Veronica,6546,Si,Si,No,Si,No,No,Si,Si,Si
2279,Buenos Aires,Quilmes,Bernal,37547,Si,Si,Si,Si,Si,Si,Si,Si,Si
2280,Buenos Aires,Quilmes,Bernal Oeste,85959,Si,Si,Si,Si,No,Si,Si,Si,Si
2281,Buenos Aires,Quilmes,Don Bosco,23458,Si,Si,No,Si,No,No,Si,Si,Si
2282,Buenos Aires,Quilmes,Ezpeleta,55274,Si,Si,Si,Si,No,Si,Si,Si,Si
2283,Buenos Aires,Balcarce,Balcarce,38376,Si,Si,Si,Si,Si,Si,Si,Si,Si
2284,Buenos Aires,Balcarce,Los Pinos,337,No,No,No,No,No,Si,Si,No,No
2285,Buenos Aires,Balcarce,Napaleofu,374,No,No,No,Si,No,Si,Si,Si,Si
2286,Buenos Aires,Balcarce,Ramos Otero,95,No,No,No,No,No,Si,No,No,Si
2287,Buenos Aires,Balcarce,San Agustin,498,No,No,No,No,No,Si,Si,No,No
2288,Buenos Aires,Balcarce,Villa Laguna La Brava,115,No,No,No,No,No,Si,Si,Si,Si
2289,Buenos Aires,Baradero,Baradero,28537,Si,Si,No,Si,Si,Si,Si,Si,Si
2290,Buenos Aires,Baradero,Irineo Portela,379,No,No,No,No,No,Si,Si,No,No
2291,Buenos Aires,Baradero,Santa Coloma,203,No,No,No,No,No,Si,No,No,Si
2292,Buenos Aires,Baradero,Villa Alsina (Est. Alsina),1488,Si,No,No,Si,No,Si,Si,Si,Si
2293,Buenos Aires,Benito Juarez,Barker,1241,No,No,No,Si,Si,Si,Si,Si,Si
2294,Buenos Aires,Benito Juarez,Benito Juarez (Est. Juarez),14279,Si,No,Si,Si,Si,Si,Si,Si,Si
2295,Buenos Aires,Benito Juarez,Lopez,138,No,No,No,No,No,Si,No,No,No
2296,Buenos Aires,Junin,Balneario Laguna De Gomez,230,No,No,No,No,No,Si,No,Si,Si
2297,Buenos Aires,Junin,Fortin Tiburcio,257,No,No,No,No,No,Si,Si,No,No
2298,Buenos Aires,Junin,Junin,87509,Si,Si,Si,Si,Si,Si,Si,Si,Si
2299,Buenos Aires,Junin,Laplacette,22,No,No,No,Si,No,Si,No,No,No
2300,Buenos Aires,Junin,Morse,563,No,Si,No,Si,No,Si,Si,No,Si
2301,Buenos Aires,Junin,Paraje La Agraria,40,No,No,No,No,No,No,No,No,No
2302,Buenos Aires,Junin,Saforcada,431,No,No,No,No,No,Si,Si,Si,Si
2303,Buenos Aires,La Costa,Aguas Verdes,0,Si,No,No,Si,No,Si,No,Si,Si
2304,Buenos Aires,La Costa,Las Toninas,5278,Si,Si,Si,Si,No,Si,Si,Si,Si
2305,Buenos Aires,La Costa,Lucila Del Mar,0,Si,No,No,Si,No,Si,No,Si,Si
2306,Chubut,Escalante,Km. 11 - Cuarteles,0,No,No,No,No,No,No,No,No,No
2307,Chubut,Escalante,Km. 3 - General Mosconi,0,No,No,No,No,No,No,No,Si,Si
2308,Chubut,Escalante,Km. 5 - Presidente Ortiz,0,No,No,No,No,No,No,No,No,No
2309,Buenos Aires,Quilmes,Ezpeleta Oeste,26256,Si,Si,Si,Si,No,No,Si,Si,Si
2310,Buenos Aires,Quilmes,Quilmes,125373,Si,Si,Si,Si,Si,Si,Si,Si,Si
2311,Buenos Aires,Quilmes,Quilmes Oeste,133980,Si,Si,Si,Si,No,Si,Si,Si,Si
2312,Buenos Aires,Quilmes,San Francisco Solano,59962,Si,Si,No,Si,No,Si,No,Si,Si
2313,Buenos Aires,Quilmes,Villa La Florida,35135,Si,Si,Si,Si,No,Si,Si,Si,Si
2314,Buenos Aires,Ramallo,El Paraiso,423,No,No,No,No,No,No,Si,No,No
2315,Buenos Aires,Ramallo,Las Bahamas,31,No,No,No,No,No,No,No,Si,Si
2316,Buenos Aires,Ramallo,Perez Millan,4570,No,No,No,Si,No,No,Si,Si,Si
2317,Neuquen,Ñorquin,Copahue,1,No,No,No,No,No,Si,Si,No,No
2318,Caba,Comuna 03,San Cristobal,48611,Si,Si,Si,Si,Si,Si,Si,Si,Si
2319,Chaco,Libertad,Puerto Tirol,8819,Si,No,No,Si,No,Si,Si,Si,Si
2320,Chaco,Libertador General San Martin,Ciervo Petiso,786,No,No,No,No,Si,Si,No,No,Si
2321,Chaco,Libertador General San Martin,General Jose De San Martin,28124,Si,Si,No,Si,No,Si,Si,Si,Si
2322,Chaco,Libertador General San Martin,La Eduvigis,392,No,No,No,No,Si,No,No,No,Si
2323,Chaco,Libertador General San Martin,Laguna Limpia,1207,No,No,No,No,No,Si,No,No,Si
2324,Chaco,Libertador General San Martin,Pampa Almiron,1278,No,No,No,Si,No,Si,No,Si,Si
2325,Caba,Comuna 11,Villa Devoto,66521,Si,Si,Si,Si,Si,Si,Si,Si,Si
2326,Cordoba,Union,San Antonio De Litin,1268,Si,No,No,Si,No,Si,Si,Si,Si
2327,Cordoba,Union,San Marcos,3093,Si,No,No,No,No,No,Si,Si,Si
2328,Cordoba,Union,San Severo,20,No,No,No,No,No,No,No,No,Si
2329,Cordoba,Union,Viamonte,1583,Si,No,No,No,No,No,Si,Si,Si
2330,Cordoba,Union,Villa Los Patos,26,No,No,No,No,No,No,No,No,No
2331,Cordoba,Union,Wenceslao Escalante,1504,Si,Si,No,Si,Si,Si,Si,Si,Si
2332,Chaco,Libertador General San Martin,Pampa Del Indio,9204,No,No,No,Si,Si,Si,Si,Si,Si
2333,Chaco,Libertador General San Martin,Presidencia Roca,4201,No,No,No,Si,Si,Si,Si,Si,Si
2334,Chaco,Libertador General San Martin,Selvas Del Rio De Oro,606,No,No,No,No,No,No,No,No,Si
2335,Chaco,Maipu,Tres Isletas,16976,Si,No,No,Si,No,Si,Si,Si,Si
2336,Chaco,Mayor Luis J. Fontana,Coronel Du Graty,7509,Si,Si,No,Si,Si,Si,No,Si,Si
2337,Chaco,Mayor Luis J. Fontana,Enrique Urien,515,No,No,No,Si,No,No,No,No,No
2338,Chaco,Mayor Luis J. Fontana,Villa Angela,41403,Si,Si,No,Si,Si,Si,Si,Si,Si
2339,Chaco,O Higgins,La Clotilde,3382,No,No,No,No,No,No,No,No,Si
2340,Chaco,O Higgins,La Tigra,2866,No,No,No,No,No,No,No,No,Si
2341,Chaco,O Higgins,San Bernardo,9379,No,No,No,No,No,No,No,Si,Si
2342,Chaco,Presidencia De La Plaza,Presidencia De La Plaza,9642,Si,Si,No,Si,No,No,Si,Si,Si
2343,Chaco,Quitilipi,Quitilipi,24517,Si,No,No,Si,No,Si,Si,Si,Si
2344,Chubut,Escalante,Km. 8 - Don Bosco,0,No,No,No,No,No,No,No,Si,Si
2345,Chubut,Escalante,Rada Tilly,9098,Si,Si,Si,Si,No,Si,Si,Si,Si
2346,Chubut,Florentino Ameghino,Camarones,1296,No,No,No,No,Si,Si,Si,No,Si
2347,Chubut,Florentino Ameghino,Garayalde,18,No,No,No,No,No,Si,No,No,No
2348,Chubut,Futaleufu,Aldea Escolar,359,No,No,No,No,No,No,Si,No,No
2349,Chubut,Futaleufu,Corcovado,1820,No,No,Si,No,Si,No,Si,No,No
2350,Chubut,Futaleufu,Esquel,32343,Si,Si,Si,No,Si,Si,Si,Si,Si
2351,Chubut,Futaleufu,Lago Rosario,87,No,No,No,No,No,No,No,No,No
2352,Chubut,Futaleufu,Los Cipreses,179,No,No,No,No,Si,No,No,No,No
2353,Chubut,Futaleufu,Trevelin,6353,Si,No,Si,No,Si,Si,Si,Si,Si
2354,Chubut,Futaleufu,Villa Futalaufquen,28,No,No,No,No,Si,No,Si,No,No
2355,Chubut,Gaiman,28 De Julio,237,No,No,No,Si,Si,No,No,Si,Si
2356,Chubut,Gaiman,Dique Florentino Ameghino,156,No,No,No,No,No,No,Si,No,No
2357,Chubut,Gaiman,Dolavon,2887,No,No,Si,Si,Si,No,Si,No,Si
2358,Santa Fe,San Martin,Wildermuth (Est. Granadero B. Bustos),155,No,No,No,No,No,No,No,No,No
2359,Corrientes,Bella Vista,Bella Vista,29071,Si,Si,No,No,Si,Si,Si,Si,Si
2360,Corrientes,Beron De Astrada,Beron De Astrada,1411,No,No,No,No,Si,No,Si,Si,Si
2361,Corrientes,Beron De Astrada,Yahape,462,No,No,No,No,No,No,No,No,Si
2362,Corrientes,Capital,Barrio Esperanza,0,No,No,No,No,No,No,No,Si,Si
2363,Corrientes,Capital,Corrientes,346334,Si,Si,Si,Si,Si,Si,Si,Si,Si
2364,Corrientes,Capital,Laguna Brava,3314,No,No,No,No,Si,No,Si,Si,Si
2365,Corrientes,Capital,Riachuelo,1965,No,No,No,No,Si,Si,Si,Si,Si
2366,Corrientes,Capital,San Cayetano,872,No,No,No,No,Si,No,No,No,No
2367,Corrientes,Concepcion,Concepcion,4022,No,No,No,No,Si,Si,Si,No,Si
2368,Corrientes,Concepcion,Santa Rosa,7143,No,No,No,No,No,Si,Si,No,Si
2369,Corrientes,Concepcion,Tabay,1687,No,No,No,No,Si,Si,Si,No,Si
2370,Corrientes,Concepcion,Tatacua,731,No,No,No,No,Si,No,No,No,Si
2371,Corrientes,Curuzu Cuatia,Cazadores Correntinos,456,No,No,No,No,Si,Si,No,No,Si
2372,Caba,Comuna 04,Barracas,89452,Si,Si,Si,Si,Si,Si,Si,Si,Si
2373,Chaco,Sargento Cabral,Las Garcitas,3711,No,No,No,No,Si,Si,Si,Si,Si
2374,Chaco,Tapenaga,Charadai,1519,No,No,No,Si,Si,No,Si,Si,Si
2375,Chaco,Tapenaga,Cote Lai,1323,No,No,No,Si,No,No,Si,No,Si
2376,Chaco,Tapenaga,Haumonia,77,No,No,No,No,No,No,No,No,No
2377,Chaco,Tapenaga,Horquilla,122,No,No,No,No,No,No,No,No,No
2378,Chaco,Tapenaga,La Sabana,242,No,No,No,No,No,No,No,No,No
2379,Chubut,Biedma,Arroyo Verde,59,No,No,No,No,Si,No,No,No,No
2380,Chubut,Rio Senguer,Doctor Ricardo Rojas,219,No,No,No,No,Si,No,Si,No,No
2381,Chubut,Rio Senguer,Facundo,185,No,No,No,No,Si,Si,No,No,No
2382,Chubut,Biedma,Puerto Madryn,81315,Si,Si,Si,Si,Si,Si,Si,Si,Si
2383,Chubut,Biedma,Puerto Piramide,565,No,No,No,No,Si,Si,Si,Si,Si
2384,Chubut,Biedma,Quinta El Mirador,626,No,No,No,No,No,Si,No,Si,Si
2385,Chubut,Biedma,Reserva Area Protegida El Doradillo,54,No,No,No,No,No,Si,No,No,No
2386,Chubut,Cushamen,Buenos Aires Chico,253,No,No,No,No,No,No,No,No,No
2387,Chubut,Cushamen,Cholila,1658,No,No,Si,No,Si,No,Si,Si,Si
2388,Chubut,Cushamen,Costa Del Chubut,56,No,No,No,No,No,No,No,No,No
2389,Chubut,Cushamen,Cushamen Centro,740,No,No,No,No,No,No,Si,No,No
2390,Chubut,Cushamen,El Hoyo,1477,Si,No,No,Si,No,Si,Si,No,No
2391,Chubut,Cushamen,El Maiten,4011,No,No,No,No,No,Si,Si,No,No
2392,Chubut,Cushamen,Epuyen,1038,Si,No,No,No,No,No,Si,No,Si
2393,Chubut,Cushamen,Fofo Cahuel,67,No,No,No,No,No,No,No,No,No
2394,Chubut,Cushamen,Gualjaina,1183,No,No,No,No,Si,No,Si,No,No
2395,Chubut,Cushamen,Lago Epuyen,392,No,No,No,No,No,No,No,No,No
2396,Chubut,Cushamen,Lago Puelo,3129,Si,No,Si,No,No,Si,Si,Si,Si
2397,Jujuy,Susques,Olaroz Chico,226,No,No,No,Si,No,Si,Si,No,No
2398,Jujuy,Susques,Pastos Chicos,104,No,No,No,Si,No,No,No,No,No
2399,Jujuy,Susques,Puesto Sey,94,No,No,No,Si,No,No,No,No,No
2400,Jujuy,Susques,San Juan De Quillaques,72,No,No,No,Si,Si,No,No,No,No
2401,Jujuy,Susques,Susques,1611,No,No,No,Si,Si,Si,Si,No,Si
2402,Jujuy,Tilcara,Colonia San Jose,274,No,No,No,No,No,No,No,No,No
2403,Jujuy,Tilcara,Huacalera,712,No,No,No,Si,No,No,No,No,No
2404,Jujuy,Tilcara,Juella,200,No,No,No,No,No,No,Si,No,No
2405,Jujuy,Tilcara,Maimara,3353,No,No,No,Si,Si,Si,Si,No,Si
2406,Jujuy,Tilcara,Tilcara,4691,No,No,No,No,Si,Si,Si,Si,Si
2407,Jujuy,Tilcara,Yacoraite,0,No,No,No,No,No,No,No,No,No
2408,Jujuy,Tumbaya,Barcena,139,No,No,No,No,No,Si,No,No,No
2409,Jujuy,Tumbaya,El Moreno,154,No,No,No,No,No,No,No,No,No
2410,Jujuy,Tumbaya,Puerta De Colorados,28,No,No,No,No,No,No,No,No,No
2411,Jujuy,Tumbaya,Purmamarca,891,Si,No,No,No,No,Si,Si,No,Si
2412,Jujuy,Tumbaya,Tumbaya,428,No,No,No,No,No,Si,Si,No,Si
2413,Jujuy,Tumbaya,Volcan,1121,Si,No,No,No,No,Si,Si,No,Si
2414,Jujuy,Valle Grande,Caspala,225,No,No,No,No,No,No,No,No,No
2415,Jujuy,Valle Grande,Pampichuela,130,No,No,No,No,No,No,No,No,No
2416,Jujuy,Valle Grande,San Francisco,504,No,No,No,No,No,Si,No,No,No
2417,Jujuy,Valle Grande,Santa Ana,416,No,No,No,No,Si,No,No,No,No
2418,Jujuy,Valle Grande,Valle Colorado,146,No,No,No,No,No,No,No,No,No
2419,Misiones,Iguazu,Libertad,5765,Si,No,No,No,No,No,Si,Si,Si
2420,Misiones,Iguazu,Puerto Iguazu,41062,Si,Si,No,Si,Si,No,Si,Si,Si
2421,Misiones,Iguazu,Villa Cooperativa,55,No,No,No,No,No,No,No,No,No
2422,Misiones,Iguazu,Wanda,13901,Si,No,No,Si,Si,No,Si,Si,Si
2423,Misiones,Leandro N. Alem,Almafuerte,297,No,No,No,No,No,Si,No,No,Si
2424,Misiones,Leandro N. Alem,Arroyo Del Medio,350,No,No,No,No,No,Si,No,No,Si
2425,Misiones,Leandro N. Alem,Caa - Yari,122,No,No,No,No,No,Si,No,No,No
2426,Misiones,Leandro N. Alem,Cerro Azul,3049,No,Si,No,Si,Si,Si,Si,No,Si
2427,Misiones,Leandro N. Alem,Dos Arroyos,233,No,No,No,Si,No,No,Si,No,Si
2428,Misiones,Leandro N. Alem,Gobernador Lopez,1010,No,No,No,No,No,No,Si,No,Si
2429,Misiones,Leandro N. Alem,Leandro N. Alem,23339,Si,Si,No,Si,No,No,Si,Si,Si
2430,Misiones,Leandro N. Alem,Olegario V. Andrade,441,No,No,No,No,No,Si,No,No,No
2431,Misiones,Leandro N. Alem,Villa Libertad (Municipio Caa Yari),90,No,No,No,No,No,No,No,No,No
2432,Misiones,Leandro N. Alem,Villa Libertad (Municipio Leandro N. Alem),918,No,Si,No,No,No,No,No,No,No
2433,Misiones,Libertador Grl. San Martin,Capiovi,3495,Si,Si,No,No,Si,Si,Si,Si,Si
2434,Misiones,Libertador Grl. San Martin,Capioviciño,501,No,No,No,No,No,No,No,No,No
2435,Corrientes,Curuzu Cuatia,Curuzu Cuatia,34470,Si,No,No,Si,Si,Si,Si,Si,Si
2436,Corrientes,Curuzu Cuatia,Perugorria,3043,No,No,No,No,Si,Si,Si,No,Si
2437,Corrientes,Empedrado,El Sombrero,707,Si,No,No,No,Si,Si,Si,No,Si
2438,Corrientes,Empedrado,Empedrado,9258,Si,Si,No,No,Si,Si,Si,Si,Si
2439,Corrientes,Esquina,Esquina,19081,Si,No,No,Si,Si,No,Si,Si,Si
2440,Corrientes,Esquina,Pueblo Libertador,932,No,No,No,No,Si,No,No,No,Si
2441,Corrientes,General Alvear,Alvear,6732,Si,No,No,No,Si,No,Si,Si,Si
2442,Corrientes,General Alvear,Estacion Torrent,116,No,No,No,No,No,No,No,No,Si
2443,Corrientes,General Paz,Ita Ibate,3772,Si,Si,No,No,Si,Si,Si,Si,Si
2444,Corrientes,General Paz,Lomas De Vallejos,358,No,No,No,No,Si,No,No,No,Si
2445,Corrientes,General Paz,Nuestra Señora Del Rosario De Caa Cati,4738,No,Si,No,No,No,Si,Si,Si,Si
2446,Corrientes,General Paz,Palmar Grande,536,No,No,No,No,Si,Si,No,No,No
2447,Caba,Comuna 11,Villa General Mitre,34713,Si,Si,Si,Si,Si,Si,Si,Si,Si
2448,Chubut,Gaiman,Gaiman,4730,Si,No,Si,Si,Si,No,Si,Si,Si
2449,Chubut,Gastre,Blancuntre,82,No,No,No,No,Si,No,No,No,No
2450,Chubut,Gastre,El Escorial,89,No,No,No,No,Si,No,No,No,No
2451,Chubut,Gastre,Gastre,602,No,No,No,No,No,Si,Si,No,Si
2452,Chubut,Gastre,Lagunita Salada,129,No,No,No,No,Si,Si,No,No,No
2453,Chubut,Gastre,Yala Laubat,37,No,No,No,No,Si,No,No,No,No
2454,Chubut,Languiñeo,Aldea Epulef,247,No,No,No,No,Si,Si,No,No,No
2455,Chubut,Languiñeo,Carrenleufu,317,No,No,No,No,Si,No,Si,No,No
2456,Chubut,Languiñeo,Colan Conhue,262,No,No,No,No,Si,Si,Si,No,No
2457,Chubut,Languiñeo,Paso Del Sapo,472,No,No,No,No,Si,Si,Si,No,No
2458,Chubut,Languiñeo,Tecka,1237,No,No,No,No,Si,No,Si,No,No
2459,Chubut,Martires,El Mirasol,57,No,No,No,No,Si,No,No,No,No
2460,Chubut,Martires,Las Plumas,480,No,No,No,No,Si,No,Si,No,No
2461,Chubut,Paso De Indios,Cerro Condor,67,No,Si,No,No,Si,No,No,No,No
2462,Chubut,Paso De Indios,Los Altares,230,No,No,No,No,Si,No,No,No,No
2463,Chubut,Paso De Indios,Paso De Indios,1264,No,No,No,No,Si,No,Si,No,Si
2464,Chubut,Rawson,Playa Magagna,76,No,Si,No,Si,No,Si,No,No,No
2465,Chubut,Rawson,Playa Union,6775,Si,Si,Si,Si,No,Si,Si,Si,Si
2466,Chubut,Rawson,Rawson,24616,Si,Si,Si,Si,Si,Si,Si,Si,Si
2467,Chubut,Rawson,Trelew,97915,Si,Si,Si,Si,Si,Si,Si,Si,Si
2468,Chubut,Rio Senguer,Aldea Apeleg,126,No,No,No,No,Si,Si,No,No,No
2469,Chubut,Rio Senguer,Aldea Beleiro,176,No,No,No,No,Si,No,Si,No,No
2470,Chubut,Rio Senguer,Alto Rio Senguer,1570,No,No,Si,No,Si,Si,Si,No,Si
2471,Misiones,San Javier,San Javier,9058,No,Si,No,Si,Si,No,Si,Si,Si
2472,Misiones,San Pedro,Cruce Caballero,408,No,No,No,Si,No,No,No,No,No
2473,Misiones,San Pedro,Paraiso,975,No,No,No,Si,No,Si,No,No,No
2474,Misiones,San Pedro,Piñalito Sur,107,No,No,No,Si,No,Si,No,No,No
2475,Misiones,San Pedro,San Pedro,10397,No,Si,No,Si,No,Si,Si,Si,Si
2476,Misiones,San Pedro,Tobuna,350,No,No,No,Si,No,Si,No,No,Si
2477,Neuquen,Alumine,Alumine,4591,No,Si,No,No,Si,Si,Si,No,Si
2478,Neuquen,Alumine,Moquehue,270,No,No,No,No,No,Si,No,No,No
2479,Neuquen,Alumine,Villa Pehuenia,700,Si,No,No,No,Si,Si,Si,No,Si
2480,Neuquen,Añelo,Aguada San Roque,135,No,No,No,No,No,No,No,Si,Si
2481,Neuquen,Añelo,Añelo,2449,No,Si,No,Si,Si,Si,Si,Si,Si
2482,Neuquen,Añelo,San Patricio Del Chañar,6474,No,Si,No,Si,Si,Si,Si,Si,Si
2483,Neuquen,Catan Lill,Las Coloradas,873,No,No,Si,No,Si,Si,Si,No,No
2484,Santiago Del Estero,Capital,San Pedro,250,No,No,No,No,No,Si,No,No,No
2485,Buenos Aires,Benito Juarez,Tedin Uriburu,157,No,No,No,No,No,No,No,Si,Si
2486,Buenos Aires,Benito Juarez,Villa Cacique (Est. Alfredo Fortabat),2689,No,No,No,Si,Si,Si,No,Si,Si
2487,Buenos Aires,Berazategui,Berazategui,100855,Si,Si,Si,Si,Si,Si,Si,Si,Si
2488,Buenos Aires,Berazategui,Berazategui Oeste,87792,Si,Si,No,Si,No,No,Si,Si,Si
2489,Buenos Aires,Berazategui,Carlos Tomas Sourigues,11695,Si,Si,No,Si,No,No,Si,Si,Si
2490,Buenos Aires,Berazategui,Centro Agricola El Pato,7847,Si,Si,No,Si,No,Si,Si,Si,Si
2491,Buenos Aires,Berazategui,Guillermo E. Hudson,49458,Si,Si,Si,Si,No,No,Si,Si,Si
2492,Buenos Aires,Berazategui,Juan Maria Gutierrez,14868,Si,Si,Si,Si,No,Si,Si,Si,Si
2493,Chubut,Rio Senguer,Lago Blanco,194,No,No,No,No,Si,No,Si,No,No
2494,Buenos Aires,La Costa,Mar De Ajo - San Bernardo,28466,Si,Si,Si,Si,No,Si,Si,Si,Si
2495,Buenos Aires,La Costa,San Clemente Del Tuyu,12126,Si,Si,Si,Si,No,Si,Si,Si,Si
2496,Buenos Aires,La Costa,Santa Teresita - Mar Del Tuyu,23581,Si,Si,Si,Si,No,Si,Si,Si,Si
2497,Buenos Aires,La Matanza,20 De Junio,1171,Si,Si,Si,No,No,No,Si,Si,Si
2498,Buenos Aires,La Matanza,Aldo Bonzi,18965,Si,Si,No,No,No,No,Si,Si,Si
2499,Buenos Aires,La Matanza,Ciudad Evita,97087,Si,Si,Si,Si,No,Si,Si,Si,Si
